@relation "jmonkeyengine"

@attribute iid numeric
@attribute enclosureType string
@attribute catchedType string
@attribute isFromArgument {true, false}
@attribute varNames string
@attribute varTypes string
@attribute constants string
@attribute methodNames string
@attribute methodExceptions string
@attribute otherExceptions string
@attribute classid{java.lang.NullPointerException,java.lang.RuntimeException,java.lang.IllegalStateException,java.lang.IllegalArgumentException,java.lang.UnsupportedOperationException,com.jme3.asset.AssetNotFoundException,com.jme3.asset.AssetLoadException,java.io.IOException,com.jme3.scene.plugins.blender.file.BlenderFileException,java.lang.AssertionError,java.lang.Exception,com.jme3.renderer.RendererException,org.xml.sax.SAXException,com.jme3.material.plugins.MatParseException,com.jme3.network.kernel.KernelException}

@data
903,"IfStatement","null",false,"name_space_mat_param right left ","com.jme3.shader.ShaderNodeVariable java.lang.String boolean com.jme3.shader.ShaderGenerator ","sampler NULL ","startsWith equals getNameSpace getType ","MatParseException ","com.jme3.material.plugins.MatParseException com.jme3.material.plugins.MatParseException com.jme3.material.plugins.MatParseException com.jme3.material.plugins.MatParseException com.jme3.material.plugins.MatParseException com.jme3.material.plugins.MatParseException com.jme3.material.plugins.MatParseException com.jme3.material.plugins.MatParseException ",com.jme3.material.plugins.MatParseException
904,"IfStatement","null",false,"right expression ","java.lang.String com.jme3.shader.ShaderNodeVariable ","NULL ","","MatParseException ","com.jme3.material.plugins.MatParseException com.jme3.material.plugins.MatParseException com.jme3.material.plugins.MatParseException com.jme3.material.plugins.MatParseException com.jme3.material.plugins.MatParseException com.jme3.material.plugins.MatParseException com.jme3.material.plugins.MatParseException com.jme3.material.plugins.MatParseException ",com.jme3.material.plugins.MatParseException
905,"IfStatement","null",false,"fragment definition ","com.jme3.shader.Shader.ShaderType com.jme3.shader.ShaderNodeDefinition ","","getType ","MatParseException ","com.jme3.material.plugins.MatParseException com.jme3.material.plugins.MatParseException com.jme3.material.plugins.MatParseException com.jme3.material.plugins.MatParseException com.jme3.material.plugins.MatParseException com.jme3.material.plugins.MatParseException com.jme3.material.plugins.MatParseException com.jme3.material.plugins.MatParseException ",com.jme3.material.plugins.MatParseException
906,"IfStatement","null",false,"param ","com.jme3.material.MatParam ","NULL ","","MatParseException ","com.jme3.material.plugins.MatParseException com.jme3.material.plugins.MatParseException com.jme3.material.plugins.MatParseException com.jme3.material.plugins.MatParseException com.jme3.material.plugins.MatParseException com.jme3.material.plugins.MatParseException com.jme3.material.plugins.MatParseException com.jme3.material.plugins.MatParseException ",com.jme3.material.plugins.MatParseException
907,"IfStatement","null",false,"world param ","com.jme3.shader.UniformBinding ","NULL ","","MatParseException ","com.jme3.material.plugins.MatParseException com.jme3.material.plugins.MatParseException com.jme3.material.plugins.MatParseException com.jme3.material.plugins.MatParseException com.jme3.material.plugins.MatParseException com.jme3.material.plugins.MatParseException com.jme3.material.plugins.MatParseException com.jme3.material.plugins.MatParseException ",com.jme3.material.plugins.MatParseException
908,"IfStatement","null",false,"node ","com.jme3.shader.ShaderNode ","NULL ","","MatParseException ","com.jme3.material.plugins.MatParseException com.jme3.material.plugins.MatParseException com.jme3.material.plugins.MatParseException com.jme3.material.plugins.MatParseException com.jme3.material.plugins.MatParseException com.jme3.material.plugins.MatParseException com.jme3.material.plugins.MatParseException com.jme3.material.plugins.MatParseException ",com.jme3.material.plugins.MatParseException
909,"IfStatement","null",false,"var ","com.jme3.shader.ShaderNodeVariable ","NULL ","","MatParseException ","com.jme3.material.plugins.MatParseException com.jme3.material.plugins.MatParseException com.jme3.material.plugins.MatParseException com.jme3.material.plugins.MatParseException com.jme3.material.plugins.MatParseException com.jme3.material.plugins.MatParseException com.jme3.material.plugins.MatParseException com.jme3.material.plugins.MatParseException ",com.jme3.material.plugins.MatParseException
910,"IfStatement","null",false,"type ","java.lang.String ","NULL ","","MatParseException ","",com.jme3.material.plugins.MatParseException
911,"CatchClause","java.lang.Exception",true,"mapping statement om_has_name_space ","com.jme3.shader.VariableMapping boolean com.jme3.util.blockparser.Statement ","","parseMapping ","MatParseException ","com.jme3.material.plugins.MatParseException com.jme3.material.plugins.MatParseException com.jme3.material.plugins.MatParseException ",com.jme3.material.plugins.MatParseException
912,"IfStatement","null",false,"right left ","com.jme3.shader.ShaderNodeVariable java.lang.String boolean ","sampler ","startsWith getType ","MatParseException ","com.jme3.material.plugins.MatParseException com.jme3.material.plugins.MatParseException com.jme3.material.plugins.MatParseException ",com.jme3.material.plugins.MatParseException
913,"IfStatement","null",false,"name_space_global left ","java.lang.String com.jme3.shader.ShaderNodeVariable com.jme3.shader.ShaderGenerator boolean ","","equals getNameSpace ","MatParseException ","com.jme3.material.plugins.MatParseException com.jme3.material.plugins.MatParseException com.jme3.material.plugins.MatParseException ",com.jme3.material.plugins.MatParseException
914,"IfStatement","null",false,"definition right ","com.jme3.shader.ShaderNodeVariable com.jme3.shader.ShaderNodeDefinition boolean java.util.List ","","updateVariableFromList getOutputs ","MatParseException ","com.jme3.material.plugins.MatParseException com.jme3.material.plugins.MatParseException com.jme3.material.plugins.MatParseException ",com.jme3.material.plugins.MatParseException
915,"IfStatement","null",false,"nodes name ","java.lang.String java.util.Map boolean ","","containsKey ","IOException ","com.jme3.material.plugins.MatParseException ",com.jme3.material.plugins.MatParseException
916,"IfStatement","null",false,"statement ","com.jme3.util.blockparser.Statement java.lang.String boolean ","ShaderNode  ","startsWith getLine ","IOException ","com.jme3.material.plugins.MatParseException ",com.jme3.material.plugins.MatParseException
917,"IfStatement","null",true,"var global ","com.jme3.shader.ShaderNodeVariable java.lang.String boolean ","","getName equals ","MatParseException ","",com.jme3.material.plugins.MatParseException
918,"IfStatement","null",false,"def line length ","int java.lang.String ","","","IOException ","com.jme3.material.plugins.MatParseException com.jme3.material.plugins.MatParseException ",com.jme3.material.plugins.MatParseException
919,"CatchClause","com.jme3.asset.AssetNotFoundException",false,"defs asset manager definition path ","java.util.List java.lang.String com.jme3.asset.AssetManager com.jme3.asset.ShaderNodeDefinitionKey ","","loadAsset ","IOException ","com.jme3.material.plugins.MatParseException com.jme3.material.plugins.MatParseException ",com.jme3.material.plugins.MatParseException
920,"IfStatement","null",false,"def ","com.jme3.shader.ShaderNodeDefinition ","NULL ","","IOException ","com.jme3.material.plugins.MatParseException com.jme3.material.plugins.MatParseException ",com.jme3.material.plugins.MatParseException
921,"IfStatement","null",true,"mapping ","com.jme3.shader.VariableMapping boolean com.jme3.shader.ShaderUtils ","","typesMatch ","MatParseException ","com.jme3.material.plugins.MatParseException ",com.jme3.material.plugins.MatParseException
922,"IfStatement","null",true,"mapping ","com.jme3.shader.VariableMapping boolean com.jme3.shader.ShaderUtils ","","multiplicityMatch ","MatParseException ","com.jme3.material.plugins.MatParseException ",com.jme3.material.plugins.MatParseException
923,"IfStatement","null",false,"","com.jme3.asset.AssetKey com.jme3.asset.ShaderNodeDefinitionKey ","","","IOException ","com.jme3.asset.AssetLoadException com.jme3.material.plugins.MatParseException com.jme3.material.plugins.MatParseException ",java.io.IOException
924,"IfStatement","null",false,"line ","java.lang.String boolean ","Exception ","startsWith ","IOException ","java.io.IOException com.jme3.material.plugins.MatParseException com.jme3.material.plugins.MatParseException ",com.jme3.asset.AssetLoadException
925,"IfStatement","null",false,"line ","java.lang.String boolean ","Exception ","startsWith ","IOException ","java.io.IOException com.jme3.asset.AssetLoadException com.jme3.material.plugins.MatParseException ",com.jme3.material.plugins.MatParseException
926,"IfStatement","null",false,"roots ","java.util.List int ","","size ","IOException ","java.io.IOException com.jme3.asset.AssetLoadException com.jme3.material.plugins.MatParseException ",com.jme3.material.plugins.MatParseException
927,"IfStatement","null",true,"name ","java.lang.String boolean ",".mtl ","endsWith toLowerCase ","IOException ","",java.io.IOException
928,"IfStatement","null",true,"face list ","java.util.ArrayList boolean ","","isEmpty ","IOException ","",java.io.IOException
929,"IfStatement","null",true,"info ","com.jme3.asset.AssetInfo com.jme3.asset.AssetKey com.jme3.asset.ModelKey ","","getKey ","IOException ","",java.lang.IllegalArgumentException
930,"IfStatement","null",true,"node name ","java.lang.String boolean ","","equals ","","com.jme3.asset.AssetLoadException ",java.io.IOException
931,"CatchClause","java.io.IOException",true,"depend node reader node buffered reader sb ext node name depend cache asset manager depend node ","java.lang.String java.lang.StringBuilder com.jme3.shader.plugins.ShaderDependencyNode boolean java.io.Reader int java.util.Map com.jme3.asset.AssetManager java.io.BufferedReader void java.io.IOException "," -- NULL // -- end import  Node depends on itself. // -- begin import  #import  ","append trim equals length startsWith substring loadAsset get addDependency loadNode endsWith ","","java.io.IOException ",com.jme3.asset.AssetLoadException
932,"MethodDeclaration","null",false,"all nodes node ","java.util.Collection boolean com.jme3.shader.plugins.ShaderDependencyNode java.util.List ","","isEmpty getDependOnMe ","IOException ","",java.io.IOException
933,"IfStatement","null",false,"position in list ","int ","","","","",java.lang.IllegalArgumentException
934,"IfStatement","null",true,"info ","com.jme3.asset.AssetInfo com.jme3.asset.AssetKey com.jme3.asset.TextureKey ","","getKey ","IOException ","",java.lang.IllegalArgumentException
935,"IfStatement","null",false,"dxgi format ","int ","","","IOException ","java.io.IOException ",java.io.IOException
936,"IfStatement","null",false,"array size ","int ","","","IOException ","java.io.IOException ",java.io.IOException
937,"IfStatement","null",false,"","java.io.DataInput int ","0x20534444 124 ","readInt ","IOException ","java.io.IOException ",java.io.IOException
938,"IfStatement","null",false,"flags ddsd_mandatory_dx10 ddsd_mandatory ","int boolean ","","","IOException ","java.io.IOException ",java.io.IOException
939,"IfStatement","null",false,"pf size ","int ","","","IOException ","java.io.IOException java.io.IOException java.io.IOException java.io.IOException java.io.IOException ",java.io.IOException
940,"SwitchStatement","null",false,"fourcc ","int ","","","IOException ","java.io.IOException java.io.IOException java.io.IOException java.io.IOException java.io.IOException ",java.io.IOException
941,"SwitchStatement","null",false,"bpp ","int ","","","IOException ","java.io.IOException java.io.IOException java.io.IOException java.io.IOException java.io.IOException ",java.io.IOException
942,"SwitchStatement","null",false,"bpp ","int ","","","IOException ","java.io.IOException java.io.IOException java.io.IOException java.io.IOException java.io.IOException ",java.io.IOException
943,"SwitchStatement","null",false,"bpp ","int ","","","IOException ","java.io.IOException java.io.IOException java.io.IOException java.io.IOException java.io.IOException ",java.io.IOException
944,"IfStatement","null",false,"ddpf_alpha pf flags ","int boolean ","","","IOException ","java.io.IOException java.io.IOException java.io.IOException java.io.IOException java.io.IOException ",java.io.IOException
945,"IfStatement","null",false,"","int ","","","","",java.lang.RuntimeException
946,"SwitchStatement","null",true,"format ","com.jme3.texture.Image.Format ","","","","",java.lang.IllegalArgumentException
947,"IfStatement","null",true,"info ","com.jme3.asset.AssetInfo com.jme3.asset.AssetKey com.jme3.asset.TextureKey ","","getKey ","IOException ","",java.lang.IllegalArgumentException
948,"IfStatement","null",false,"pixel depth ","int ","","","IOException ","java.io.IOException java.io.IOException java.io.IOException java.io.IOException java.io.IOException ",java.io.IOException
949,"IfStatement","null",false,"pixel depth ","int ","","","IOException ","java.io.IOException java.io.IOException java.io.IOException java.io.IOException java.io.IOException ",java.io.IOException
950,"IfStatement","null",false,"index length c map entries ","int com.jme3.texture.plugins.TGALoader.ColorMapEntry ","","","IOException ","java.io.IOException java.io.IOException java.io.IOException java.io.IOException java.io.IOException ",java.io.IOException
