@relation "lucene"

@attribute iid numeric
@attribute enclosureType string
@attribute catchedType string
@attribute isFromArgument {true, false}
@attribute varNames string
@attribute varTypes string
@attribute constants string
@attribute methodNames string
@attribute methodExceptions string
@attribute otherExceptions string
@attribute classid{java.lang.RuntimeException,java.lang.IllegalArgumentException,java.lang.Error,java.io.IOException,java.lang.AssertionError,java.lang.IllegalStateException,java.text.ParseException,java.lang.UnsupportedOperationException,java.lang.NullPointerException,java.lang.Throwable,java.io.EOFException,java.io.FileNotFoundException,java.lang.Exception,org.apache.lucene.util.ThreadInterruptedException,org.apache.lucene.index.CorruptIndexException,java.lang.IndexOutOfBoundsException,org.apache.lucene.store.AlreadyClosedException,java.util.NoSuchElementException,java.io.UncheckedIOException,NULL,java.nio.file.NoSuchFileException,java.lang.NumberFormatException,org.antlr.v4.runtime.FailedPredicateException,org.apache.lucene.queryparser.classic.ParseException,org.apache.lucene.queryparser.flexible.standard.parser.ParseException,org.apache.lucene.queryparser.surround.parser.ParseException,org.apache.lucene.queryparser.xml.ParserException,junit.framework.AssertionFailedError,org.apache.tools.ant.BuildException}

@data
1940,"IfStatement","null",true,"slop ","int ","","","","java.lang.IllegalArgumentException java.lang.IllegalArgumentException java.lang.IllegalArgumentException java.lang.IllegalArgumentException ",java.lang.IllegalArgumentException
1941,"IfStatement","null",true,"terms ","int org.apache.lucene.index.Term java.lang.String boolean ","","field equals ","","java.lang.IllegalArgumentException java.lang.IllegalArgumentException java.lang.IllegalArgumentException java.lang.IllegalArgumentException ",java.lang.IllegalArgumentException
1942,"IfStatement","null",false,"position ","int ","","","","java.lang.IllegalArgumentException java.lang.IllegalArgumentException java.lang.IllegalArgumentException java.lang.IllegalArgumentException ",java.lang.IllegalArgumentException
1943,"IfStatement","null",true,"positions ","int int ","","","","java.lang.IllegalArgumentException java.lang.IllegalArgumentException java.lang.IllegalArgumentException java.lang.IllegalArgumentException ",java.lang.IllegalArgumentException
1944,"IfStatement","null",false,"positions length ","int int ","","","IOException ","java.lang.IllegalStateException ",java.lang.IllegalStateException
1945,"IfStatement","null",false,"positions ","int ","","","IOException ","java.lang.IllegalStateException ",java.lang.IllegalStateException
1946,"IfStatement","null",false,"field terms ","org.apache.lucene.index.Terms boolean ","","hasPositions ","IOException ","",java.lang.IllegalStateException
1947,"CatchClause","java.lang.InterruptedException",false,"resolution ","long void java.lang.Thread ","","sleep ","","",org.apache.lucene.util.ThreadInterruptedException
1948,"IfStatement","null",true,"term field ","java.lang.String org.apache.lucene.index.Term boolean java.util.Objects ","","equals field ","IOException ","",java.lang.IllegalArgumentException
1949,"IfStatement","null",true,"fields length ","int org.apache.lucene.search.SortField ","","","","",java.lang.IllegalArgumentException
1950,"IfStatement","null",false,"current ","","NULL ","","","",org.apache.lucene.store.AlreadyClosedException
1951,"IfStatement","null",false,"ref current ","","NULL ","","IOException ","java.lang.IllegalStateException ",org.apache.lucene.store.AlreadyClosedException
1952,"IfStatement","null",false,"ref current ","int ","","getRefCount ","IOException ","org.apache.lucene.store.AlreadyClosedException ",java.lang.IllegalStateException
1953,"IfStatement","null",true,"listener ","org.apache.lucene.search.ReferenceManager.RefreshListener ","NULL ","","","",java.lang.NullPointerException
1954,"IfStatement","null",true,"listener ","org.apache.lucene.search.ReferenceManager.RefreshListener ","NULL ","","","",java.lang.NullPointerException
1955,"IfStatement","null",true,"min should match scorers ","int java.util.Collection ","","size ","","java.lang.IllegalArgumentException ",java.lang.IllegalArgumentException
1956,"IfStatement","null",true,"scorers ","java.util.Collection int ","","size ","","java.lang.IllegalArgumentException ",java.lang.IllegalArgumentException
1957,"IfStatement","null",true,"tie breaker multiplier ","float ","","","","",java.lang.IllegalArgumentException
1958,"IfStatement","null",true,"string_last missing value string_first ","java.lang.Object ","","","","java.lang.IllegalArgumentException java.lang.IllegalArgumentException java.lang.IllegalArgumentException java.lang.IllegalArgumentException java.lang.IllegalArgumentException ",java.lang.IllegalArgumentException
1959,"IfStatement","null",true,"missing value ","java.lang.Object java.lang.Class java.lang.Integer ","NULL ","getClass ","","java.lang.IllegalArgumentException java.lang.IllegalArgumentException java.lang.IllegalArgumentException java.lang.IllegalArgumentException java.lang.IllegalArgumentException ",java.lang.IllegalArgumentException
1960,"IfStatement","null",true,"missing value ","java.lang.Object java.lang.Class java.lang.Long ","NULL ","getClass ","","java.lang.IllegalArgumentException java.lang.IllegalArgumentException java.lang.IllegalArgumentException java.lang.IllegalArgumentException java.lang.IllegalArgumentException ",java.lang.IllegalArgumentException
1961,"IfStatement","null",true,"missing value ","java.lang.Object java.lang.Class java.lang.Float ","NULL ","getClass ","","java.lang.IllegalArgumentException java.lang.IllegalArgumentException java.lang.IllegalArgumentException java.lang.IllegalArgumentException java.lang.IllegalArgumentException ",java.lang.IllegalArgumentException
1962,"IfStatement","null",true,"missing value ","java.lang.Object java.lang.Class java.lang.Double ","NULL ","getClass ","","java.lang.IllegalArgumentException java.lang.IllegalArgumentException java.lang.IllegalArgumentException java.lang.IllegalArgumentException java.lang.IllegalArgumentException ",java.lang.IllegalArgumentException
1963,"IfStatement","null",false,"double type ","org.apache.lucene.search.SortField.Type ","","","","java.lang.IllegalArgumentException java.lang.IllegalArgumentException java.lang.IllegalArgumentException java.lang.IllegalArgumentException java.lang.IllegalArgumentException ",java.lang.IllegalArgumentException
1964,"IfStatement","null",true,"doc type score ","org.apache.lucene.search.SortField.Type ","","","","",java.lang.IllegalArgumentException
1965,"SwitchStatement","null",false,"type ","org.apache.lucene.search.SortField.Type ","","","","java.lang.IllegalStateException ",java.lang.IllegalStateException
1966,"SwitchStatement","null",false,"type ","org.apache.lucene.search.SortField.Type ","","","","java.lang.IllegalStateException ",java.lang.IllegalStateException
1967,"IfStatement","null",true,"double long float int numeric type ","org.apache.lucene.search.SortField.Type org.apache.lucene.search.SortField ","","","","java.lang.AssertionError ",java.lang.IllegalArgumentException
1968,"SwitchStatement","null",true,"selector ","org.apache.lucene.search.SortedNumericSelector.Type ","","","","java.lang.IllegalArgumentException ",java.lang.AssertionError
1969,"IfStatement","null",true,"target max stale sec target min stale sec ","double ","","","","",java.lang.IllegalArgumentException
1970,"CatchClause","java.lang.InterruptedException",false,"","void ","","join ","","",org.apache.lucene.util.ThreadInterruptedException
1971,"CatchClause","java.io.IOException",false,"manager ","org.apache.lucene.search.ReferenceManager void ","","maybeRefreshBlocking ","","",java.lang.RuntimeException
1972,"IfStatement","null",true,"selector ","org.apache.lucene.search.SortedSetSelector.Type ","NULL ","","","",java.lang.NullPointerException
1973,"IfStatement","null",true,"string_last missing value string_first ","java.lang.Object ","","","","",java.lang.IllegalArgumentException
1974,"IfStatement","null",true,"max edits maximum_supported_distance ","int org.apache.lucene.util.automaton.LevenshteinAutomata ","","","","java.lang.IllegalArgumentException java.lang.IllegalArgumentException ",java.lang.IllegalArgumentException
1975,"IfStatement","null",true,"prefix length ","int ","","","","java.lang.IllegalArgumentException java.lang.IllegalArgumentException ",java.lang.IllegalArgumentException
1976,"IfStatement","null",true,"max expansions ","int ","","","","java.lang.IllegalArgumentException java.lang.IllegalArgumentException ",java.lang.IllegalArgumentException
1977,"IfStatement","null",true,"max doc ","long ","","","","java.lang.IllegalArgumentException java.lang.IllegalArgumentException java.lang.IllegalArgumentException java.lang.IllegalArgumentException java.lang.IllegalArgumentException java.lang.IllegalArgumentException ",java.lang.IllegalArgumentException
1978,"IfStatement","null",true,"doc count ","long ","","","","java.lang.IllegalArgumentException java.lang.IllegalArgumentException java.lang.IllegalArgumentException java.lang.IllegalArgumentException java.lang.IllegalArgumentException java.lang.IllegalArgumentException ",java.lang.IllegalArgumentException
1979,"IfStatement","null",true,"doc count max doc ","long ","","","","java.lang.IllegalArgumentException java.lang.IllegalArgumentException java.lang.IllegalArgumentException java.lang.IllegalArgumentException java.lang.IllegalArgumentException java.lang.IllegalArgumentException ",java.lang.IllegalArgumentException
1980,"IfStatement","null",true,"sum doc freq ","long ","","","","java.lang.IllegalArgumentException java.lang.IllegalArgumentException java.lang.IllegalArgumentException java.lang.IllegalArgumentException java.lang.IllegalArgumentException java.lang.IllegalArgumentException ",java.lang.IllegalArgumentException
1981,"IfStatement","null",true,"doc count sum doc freq ","long ","","","","java.lang.IllegalArgumentException java.lang.IllegalArgumentException java.lang.IllegalArgumentException java.lang.IllegalArgumentException java.lang.IllegalArgumentException java.lang.IllegalArgumentException ",java.lang.IllegalArgumentException
1982,"IfStatement","null",true,"sum total term freq ","long ","","","","java.lang.IllegalArgumentException java.lang.IllegalArgumentException java.lang.IllegalArgumentException java.lang.IllegalArgumentException java.lang.IllegalArgumentException java.lang.IllegalArgumentException ",java.lang.IllegalArgumentException
1983,"IfStatement","null",true,"sum doc freq sum total term freq ","long ","","","","java.lang.IllegalArgumentException java.lang.IllegalArgumentException java.lang.IllegalArgumentException java.lang.IllegalArgumentException java.lang.IllegalArgumentException java.lang.IllegalArgumentException ",java.lang.IllegalArgumentException
1984,"MethodDeclaration","null",false,"","","","","IOException ","",java.lang.UnsupportedOperationException
1985,"IfStatement","null",true,"num dims ","int ","","","","java.lang.IllegalArgumentException java.lang.IllegalArgumentException java.lang.IllegalArgumentException ",java.lang.IllegalArgumentException
1986,"IfStatement","null",true,"lower point length ","int byte ","","","","java.lang.IllegalArgumentException java.lang.IllegalArgumentException java.lang.IllegalArgumentException ",java.lang.IllegalArgumentException
1987,"IfStatement","null",true,"lower point length num dims ","int byte ","","","","java.lang.IllegalArgumentException java.lang.IllegalArgumentException java.lang.IllegalArgumentException ",java.lang.IllegalArgumentException
1988,"IfStatement","null",true,"upper point lower point length ","int byte ","","","","java.lang.IllegalArgumentException java.lang.IllegalArgumentException java.lang.IllegalArgumentException ",java.lang.IllegalArgumentException
1989,"IfStatement","null",true,"field ","java.lang.String ","NULL ","","","java.lang.IllegalArgumentException java.lang.IllegalArgumentException ",java.lang.IllegalArgumentException
1990,"IfStatement","null",true,"lower point ","java.lang.Object ","NULL ","","","java.lang.IllegalArgumentException java.lang.IllegalArgumentException ",java.lang.IllegalArgumentException
1991,"IfStatement","null",true,"upper point ","java.lang.Object ","NULL ","","","java.lang.IllegalArgumentException java.lang.IllegalArgumentException ",java.lang.IllegalArgumentException
1992,"IfStatement","null",false,"values num dims ","int org.apache.lucene.index.PointValues ","","getNumIndexDimensions ","IOException ","java.lang.IllegalArgumentException ",java.lang.IllegalArgumentException
1993,"IfStatement","null",false,"values bytes per dim ","int org.apache.lucene.index.PointValues ","","getBytesPerDimension ","IOException ","java.lang.IllegalArgumentException ",java.lang.IllegalArgumentException
1994,"IfStatement","null",true,"boost ","float java.lang.Float int boolean ","","isFinite compare ","","",java.lang.IllegalArgumentException
1995,"IfStatement","null",true,"comparators reverse mul length ","int int org.apache.lucene.search.LeafFieldComparator ","","","","",java.lang.IllegalArgumentException
1996,"IfStatement","null",true,"limit doc after ","org.apache.lucene.search.ScoreDoc int ","NULL ","","IOException ","",java.lang.IllegalArgumentException
1997,"IfStatement","null",true,"after ","org.apache.lucene.search.ScoreDoc org.apache.lucene.search.FieldDoc ","NULL ","","IOException ","",java.lang.IllegalArgumentException
1998,"IfStatement","null",true,"limit doc after ","int org.apache.lucene.search.FieldDoc org.apache.lucene.search.ScoreDoc ","NULL ","","IOException ","",java.lang.IllegalArgumentException
1999,"IfStatement","null",false,"score mode collector ","org.apache.lucene.search.ScoreMode ","","scoreMode ","IOException ","org.apache.lucene.util.ThreadInterruptedException java.lang.RuntimeException ",java.lang.IllegalStateException
2000,"CatchClause","java.lang.InterruptedException",false,"future collected collectors ","java.util.List java.util.concurrent.Future boolean ","","get add ","IOException ","java.lang.IllegalStateException java.lang.RuntimeException ",org.apache.lucene.util.ThreadInterruptedException
2001,"CatchClause","java.util.concurrent.ExecutionException",false,"future collected collectors ","java.util.List java.util.concurrent.Future boolean ","","get add ","IOException ","java.lang.IllegalStateException org.apache.lucene.util.ThreadInterruptedException ",java.lang.RuntimeException
2002,"IfStatement","null",true,"fields sort length ","int org.apache.lucene.search.Sort org.apache.lucene.search.SortField ","","","","java.lang.IllegalArgumentException java.lang.IllegalArgumentException java.lang.IllegalArgumentException java.lang.IllegalArgumentException ",java.lang.IllegalArgumentException
